seqnames	start	end	width	strand	refGenome	reads	patient	GTSP	cellType	timePoint	timePointDays	timePointMonths	posid	estAbund	relAbund	inFeature	nearestFeature	nearestFeatureStrand	inFeatureExon	inFeatureSameOrt	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	nearestOncoFeatureStrand	nearestlymphomaFeature	nearestlymphomaFeatureDist	nearestlymphomaFeatureStrand
chr4	92154552	92154552	1	+	hg38	207	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr4+92154552	1	4.3478260869565215	FALSE	LNCPRESS2	-	FALSE	FALSE	107944	SPP1	4171140	+	RAP1GDS1	-6106822	+
chr5	32437611	32437611	1	+	hg38	1	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr5+32437611	1	4.3478260869565215	TRUE	ZFR	-	FALSE	FALSE	0	PRLR	2611143	-	TLX3	-138871671	+
chr6	145662398	145662398	1	-	hg38	3	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr6-145662398	1	4.3478260869565215	TRUE	EPM2A	-	FALSE	TRUE	-0	PLAGL1	-1597798	-	NKAIN2	20836757	+
chr6	85514035	85514035	1	-	hg38	1	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr6-85514035	1	4.3478260869565215	TRUE	SNX14	-	FALSE	TRUE	-0	CYB5R4	1553607	+	NKAIN2	-38289809	+
chr6	170368336	170368336	1	+	hg38	1	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr6+170368336	1	4.3478260869565215	TRUE	FAM120B	+	FALSE	TRUE	-0	THBS2	-1114221	-	NKAIN2	45542695	+
chr6	69764223	69764223	1	+	hg38	2	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr6+69764223	1	4.3478260869565215	TRUE	LMBRD1	-	FALSE	FALSE	0	COL19A1	-102331	+	BRD2	36782717	+
chr7	11322675	11322675	1	-	hg38	6	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr7-11322675	1	4.3478260869565215	FALSE	THSD7A	-	FALSE	TRUE	47758	ETV1	2568552	-	None.found	Inf	None.found
chr7	22011615	22011615	1	-	hg38	3	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr7-22011615	1	4.3478260869565215	FALSE	CDCA7L	-	FALSE	TRUE	-65690	IL6	-715525	+	None.found	Inf	None.found
chr7	127694470	127694470	1	+	hg38	1	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr7+127694470	1	4.3478260869565215	TRUE	SND1	+	FALSE	TRUE	0	SMO	-1494400	+	None.found	Inf	None.found
chr7	19467202	19467202	1	+	hg38	11	GSK123_.5nM	GTSP5028	JLTRG-R5	H48	48	48	chr7+19467202	1	4.3478260869565215	FALSE	TWISTNB	-	FALSE	FALSE	228258	TWIST1	-349529	-	None.found	Inf	None.found
chr1	150088073	150088073	1	-	hg38	64	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr1-150088073	1	1.1904761904761905	TRUE	VPS45	+	FALSE	FALSE	0	APH1A	177324	-	PBX1	-14471285	+
chr1	158667996	158667996	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr1-158667996	1	1.1904761904761905	TRUE	SPTA1	-	TRUE	TRUE	0	FCRL4	-1069915	-	PBX1	-5891362	+
chr1	221815036	221815036	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr1-221815036	1	1.1904761904761905	FALSE	LINC01655	-	FALSE	TRUE	12628	DUSP10	-72859	-	PBX1	56928988	+
chr1	70231235	70231235	1	-	hg38	7	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr1-70231235	1	1.1904761904761905	TRUE	SRSF11	+	FALSE	FALSE	-0	DIRAS3	-2179603	-	STIL	-22917087	-
chr10	101455094	101455094	1	-	hg38	13	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr10-101455094	1	1.1904761904761905	TRUE	BTRC	+	FALSE	FALSE	0	BTRC	0	+	TLX1	317304	+
chr10	118339943	118339943	1	-	hg38	80	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr10-118339943	1	1.1904761904761905	TRUE	FAM204A	-	FALSE	TRUE	0	EIF3A	693725	-	NFKB2	15937413	+
chr10	61695110	61695110	1	-	hg38	1013	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr10-61695110	1	1.1904761904761905	TRUE	CABCOCO1	+	FALSE	FALSE	0	RHOBTB1	-693641	-	BMI1	39363624	+
chr10	88137414	88137414	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr10-88137414	1	1.1904761904761905	FALSE	RNLS	-	FALSE	TRUE	136448	PTEN	165483	+	TLX1	-12993888	+
chr11	33150629	33150629	1	-	hg38	3	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr11-33150629	1	1.1904761904761905	TRUE	CSTF3	-	FALSE	TRUE	0	LMO2	707945	-	LMO2	707945	-
chr11	34072167	34072167	1	-	hg38	1176	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr11-34072167	1	1.1904761904761905	TRUE	CAPRIN1	+	FALSE	FALSE	0	ABTB2	78818	-	LMO2	-179877	-
chr11	63732558	63732558	1	-	hg38	8	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr11-63732558	1	1.1904761904761905	TRUE	RTN3	+	FALSE	FALSE	-0	MACROD1	265998	-	CCND1	-5908545	+
chr11	51134751	51134751	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr11+51134751	1	1.1904761904761905	FALSE	LOC646813	+	FALSE	TRUE	714119	PTPRJ	2963908	+	LMO2	-17242461	-
chr12	102145414	102145414	1	-	hg38	23	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr12-102145414	1	1.1904761904761905	TRUE	PARPBP	+	FALSE	FALSE	0	DRAM1	221790	+	ETV6	90250011	+
chr12	112341654	112341654	1	-	hg38	94	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr12-112341654	1	1.1904761904761905	TRUE	HECTD4	-	FALSE	TRUE	0	PTPN11	-77242	+	ETV6	100446251	+
chr12	120894463	120894463	1	-	hg38	183	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr12-120894463	1	1.1904761904761905	TRUE	SPPL3	-	FALSE	TRUE	0	SPPL3	0	-	ETV6	108999060	+
chr12	94822517	94822517	1	+	hg38	36	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr12+94822517	1	1.1904761904761905	FALSE	MIR492	+	FALSE	TRUE	-11879	METAP2	-651527	+	ETV6	82927114	+
chr13	90587471	90587471	1	-	hg38	25	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr13-90587471	2	2.380952380952381	FALSE	LINC01049	+	FALSE	FALSE	52128	MIR17	-763132	+	CDX2	-62618102	-
chr13	75597154	75597154	1	+	hg38	16	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr13+75597154	1	1.1904761904761905	TRUE	UCHL3	+	FALSE	TRUE	-0	LMO7	-23278	+	CDX2	-47627785	-
chr13	99515311	99515311	1	+	hg38	17	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr13+99515311	1	1.1904761904761905	TRUE	TM9SF2	+	FALSE	TRUE	0	RAP2A	2047312	+	CDX2	-71545942	-
chr14	49801492	49801492	1	-	hg38	10	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr14-49801492	1	1.1904761904761905	TRUE	NEMF	-	FALSE	TRUE	-0	ARF6	-91524	+	TCL1A	45908473	-
chr14	24132104	24132104	1	+	hg38	5	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr14+24132104	1	1.1904761904761905	TRUE	FITM1	+	FALSE	TRUE	0	BCL2L2	820344	+	TCL1A	71577861	-
chr14	56209914	56209914	1	+	hg38	3	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr14+56209914	1	1.1904761904761905	TRUE	PELI2	+	FALSE	TRUE	-0	KTN1	525329	+	TCL1A	39500051	-
chr14	99580594	99580594	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr14+99580594	1	1.1904761904761905	TRUE	CCDC85C	-	FALSE	FALSE	0	BCL11B	-308880	-	BCL11B	-308880	-
chr15	65585292	65585292	1	+	hg38	142	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr15+65585292	1	1.1904761904761905	TRUE	INTS14	-	FALSE	FALSE	-0	MAP2K1	-801579	+	None.found	Inf	None.found
chr15	78529832	78529832	1	+	hg38	5	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr15+78529832	1	1.1904761904761905	TRUE	HYKK	+	FALSE	TRUE	-0	CHRNB4	94277	-	None.found	Inf	None.found
chr16	10660988	10660988	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr16-10660988	1	1.1904761904761905	TRUE	TEKT5	-	FALSE	TRUE	-0	CIITA	-216208	+	None.found	Inf	None.found
chr18	9523363	9523363	1	-	hg38	160	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr18-9523363	1	1.1904761904761905	TRUE	RALBP1	+	FALSE	FALSE	-0	MPPE1	2360106	-	BCL2	53599981	-
chr19	54198285	54198285	1	-	hg38	122	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr19-54198285	1	1.1904761904761905	FALSE	RPS9	+	FALSE	FALSE	-2571	TFPT	-82609	-	JUND	-35916628	-
chr19	38099471	38099471	1	+	hg38	17	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr19+38099471	1	1.1904761904761905	TRUE	SIPA1L3	+	FALSE	TRUE	-0	ZNF569	-632012	-	JUND	-19817814	-
chr19	47503294	47503294	1	+	hg38	14	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr19+47503294	1	1.1904761904761905	TRUE	NAPA	-	FALSE	FALSE	0	NAPA	0	-	JUND	-29221637	-
chr19	57764366	57764366	1	+	hg38	26	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr19+57764366	1	1.1904761904761905	FALSE	ZNF586	+	FALSE	TRUE	-5284	ZSCAN22	-562651	+	JUND	-39482709	-
chr2	44177550	44177550	1	-	hg38	27	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr2-44177550	1	1.1904761904761905	TRUE	PPM1B	+	FALSE	FALSE	0	THADA	-581503	-	BCL11A	16273615	-
chr2	97518304	97518304	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr2-97518304	1	1.1904761904761905	TRUE	ANKRD36B	-	FALSE	TRUE	-0	CNNM4	706412	+	BCL11A	-36964805	-
chr2	172363669	172363669	1	+	hg38	14	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr2+172363669	1	1.1904761904761905	FALSE	ITGA6	+	FALSE	TRUE	-63683	CHN1	2435643	-	BCL11A	-111810170	-
chr2	174815534	174815534	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr2+174815534	1	1.1904761904761905	TRUE	CHN1	-	FALSE	FALSE	-0	CHN1	-0	-	BCL11A	-114262035	-
chr2	97238893	97238893	1	+	hg38	2	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr2+97238893	1	1.1904761904761905	TRUE	ANKRD36	+	FALSE	TRUE	-0	CNNM4	427001	+	BCL11A	-36685394	-
chr20	50743291	50743291	1	-	hg38	3	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr20-50743291	1	1.1904761904761905	TRUE	PARD6B	+	FALSE	FALSE	-0	BCAS4	-51601	+	None.found	Inf	None.found
chr20	44958201	44958201	1	+	hg38	13	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr20+44958201	1	1.1904761904761905	TRUE	PABPC1L,TOMM34	+,-	FALSE	FALSE	0	STK4	-8267	+	None.found	Inf	None.found
chr21	39350434	39350434	1	+	hg38	23	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr21+39350434	1	1.1904761904761905	FALSE	HMGN1	-	FALSE	FALSE	-1312	ETS2	525478	+	RUNX1	-4301135	-
chr3	113488705	113488705	1	-	hg38	97	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3-113488705	1	1.1904761904761905	TRUE	SPICE1	-	FALSE	TRUE	0	CD200	1125892	+	None.found	Inf	None.found
chr3	155697543	155697543	1	-	hg38	3	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3-155697543	1	1.1904761904761905	TRUE	PLCH1	-	FALSE	TRUE	0	GMPS	-172991	+	None.found	Inf	None.found
chr3	182937194	182937194	1	-	hg38	10	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3-182937194	1	1.1904761904761905	FALSE	DCUN1D1	-	FALSE	TRUE	962	SOX2	1222757	+	None.found	Inf	None.found
chr3	72921688	72921688	1	-	hg38	30	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3-72921688	1	1.1904761904761905	TRUE	GXYLT2	+	FALSE	FALSE	0	FOXP1	-1337698	-	None.found	Inf	None.found
chr3	7903883	7903883	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3-7903883	1	1.1904761904761905	FALSE	LOC101927394	-	FALSE	TRUE	48920	SRGAP3	1076706	-	None.found	Inf	None.found
chr3	32897606	32897606	1	+	hg38	14	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3+32897606	1	1.1904761904761905	TRUE	TRIM71	+	TRUE	TRUE	-0	GLB1	99e3	-	None.found	Inf	None.found
chr3	47322141	47322141	1	+	hg38	12	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3+47322141	1	1.1904761904761905	TRUE	KLHL18	+	FALSE	TRUE	-0	SETD2	-158163	-	None.found	Inf	None.found
chr3	9702008	9702008	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr3+9702008	1	1.1904761904761905	TRUE	MTMR14	+	TRUE	TRUE	-0	TTLL3	-107950	+	None.found	Inf	None.found
chr4	132295378	132295378	1	-	hg38	7	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr4-132295378	1	1.1904761904761905	FALSE	LINC01256	+	FALSE	FALSE	-295709	SCLT1	-3201770	-	RAP1GDS1	33851516	+
chr4	138226753	138226753	1	+	hg38	619	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr4+138226753	1	1.1904761904761905	TRUE	SLC7A11	-	FALSE	FALSE	0	USP38	-4958162	+	RAP1GDS1	39782891	+
chr4	184416114	184416114	1	+	hg38	127	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr4+184416114	1	1.1904761904761905	TRUE	IRF2	-	FALSE	FALSE	-0	ING2	903685	+	RAP1GDS1	85972252	+
chr4	187669330	187669330	1	+	hg38	1117	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr4+187669330	1	1.1904761904761905	TRUE	LINC02492	-	FALSE	FALSE	0	FAT1	-945496	-	RAP1GDS1	89225468	+
chr4	503792	503792	1	+	hg38	8	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr4+503792	1	1.1904761904761905	TRUE	PIGG	+	FALSE	TRUE	0	GAK	345481	-	RAP1GDS1	-97757582	+
chr4	73296242	73296242	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr4+73296242	1	1.1904761904761905	FALSE	ANKRD17	-	FALSE	FALSE	-37443	RASSF6	275306	-	RAP1GDS1	-24965132	+
chr5	154550065	154550065	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr5-154550065	1	1.1904761904761905	FALSE	MIR3141	-	FALSE	TRUE	45945	ITK	-2630829	+	TLX3	-16759217	+
chr5	157808084	157808084	1	-	hg38	43	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr5-157808084	1	1.1904761904761905	TRUE	CLINT1	-	FALSE	TRUE	-0	ITK	552984	+	TLX3	-13501198	+
chr5	163857104	163857104	1	-	hg38	160	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr5-163857104	1	1.1904761904761905	FALSE	MAT2B	+	FALSE	FALSE	337750	CCNG1	412087	+	TLX3	-7452178	+
chr5	68564126	68564126	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr5-68564126	1	1.1904761904761905	FALSE	PIK3R1	+	FALSE	FALSE	262304	PIK3R1	262304	+	TLX3	-102745156	+
chr5	94708624	94708624	1	-	hg38	134	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr5-94708624	1	1.1904761904761905	TRUE	MCTP1	-	FALSE	TRUE	-0	NR2F1	1114012	+	TLX3	-76600658	+
chr5	121332344	121332344	1	+	hg38	2	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr5+121332344	1	1.1904761904761905	FALSE	LOC102467226	+	FALSE	TRUE	6506	LOX	730849	-	TLX3	-49976938	+
chr6	111470659	111470659	1	-	hg38	5	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6-111470659	1	1.1904761904761905	TRUE	REV3L	-	FALSE	TRUE	0	FYN	189671	-	NKAIN2	-12333185	+
chr6	145920251	145920251	1	-	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6-145920251	1	1.1904761904761905	TRUE	SHPRH	-	FALSE	TRUE	-0	PLAGL1	-1855651	-	NKAIN2	21094610	+
chr6	32840689	32840689	1	-	hg38	2	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6-32840689	1	1.1904761904761905	FALSE	PSMB8	-	FALSE	TRUE	26	TAP2	-1865	-	BRD2	-127969	+
chr6	80136365	80136365	1	-	hg38	8	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6-80136365	1	1.1904761904761905	TRUE	BCKDHB	+	FALSE	FALSE	0	SH3BGRL2	432694	+	NKAIN2	-43667479	+
chr6	100381625	100381625	1	+	hg38	902	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6+100381625	1	1.1904761904761905	FALSE	SIM1	-	FALSE	FALSE	7247	CCNC	-812810	-	NKAIN2	-23422219	+
chr6	131619140	131619140	1	+	hg38	133	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6+131619140	1	1.1904761904761905	TRUE	MED23	-	FALSE	FALSE	0	CTGF	329034	-	NKAIN2	6793499	+
chr6	158161412	158161412	1	+	hg38	8	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr6+158161412	1	1.1904761904761905	TRUE	SERAC1	-	FALSE	FALSE	0	ZDHHC14	487466	+	NKAIN2	33335771	+
chr7	108747685	108747685	1	-	hg38	284	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7-108747685	1	1.1904761904761905	FALSE	C7orf66	-	FALSE	TRUE	136288	NRCAM	-291287	-	None.found	Inf	None.found
chr7	23842945	23842945	1	-	hg38	931	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7-23842945	1	1.1904761904761905	FALSE	STK31	+	FALSE	FALSE	10431	NPY	-441241	+	None.found	Inf	None.found
chr7	96120608	96120608	1	-	hg38	3	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7-96120608	1	1.1904761904761905	TRUE	SLC25A13	-	TRUE	TRUE	-0	PEG10	1450912	+	None.found	Inf	None.found
chr7	140206350	140206350	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7+140206350	1	1.1904761904761905	FALSE	JHDM1D-AS1	+	FALSE	TRUE	26709	HIPK2	-428455	-	None.found	Inf	None.found
chr7	44634584	44634584	1	+	hg38	13	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7+44634584	1	1.1904761904761905	TRUE	OGDH	+	FALSE	TRUE	0	CAMK2B	-308952	-	None.found	Inf	None.found
chr7	61861778	61861778	1	+	hg38	45	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7+61861778	1	1.1904761904761905	FALSE	ZNF733P	-	FALSE	FALSE	1429507	ASL	-4214009	+	None.found	Inf	None.found
chr7	92044096	92044096	1	+	hg38	22	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr7+92044096	1	1.1904761904761905	TRUE	AKAP9	+	FALSE	TRUE	-0	AKAP9	-0	+	None.found	Inf	None.found
chr8	101276130	101276130	1	-	hg38	128	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr8-101276130	1	1.1904761904761905	FALSE	ZNF706	-	FALSE	TRUE	-70065	COX6C	-1382115	-	MYC	-26459302	+
chr8	56989688	56989688	1	-	hg38	157	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr8-56989688	1	1.1904761904761905	TRUE	IMPAD1	-	FALSE	TRUE	0	CHCHD7	770889	+	MYC	-70745744	+
chr8	11973500	11973500	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr8+11973500	1	1.1904761904761905	FALSE	DEFB136	-	FALSE	FALSE	435	CTSB	-105349	-	MYC	-115761932	+
chr8	125948301	125948301	1	+	hg38	1066	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr8+125948301	1	1.1904761904761905	TRUE	LINC00861	-	FALSE	FALSE	0	RNF139	1459682	+	MYC	-1787131	+
chr8	144432553	144432553	1	+	hg38	1	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr8+144432553	1	1.1904761904761905	TRUE	TONSL	-	FALSE	FALSE	-0	RECQL4	78729	-	MYC	16689601	+
chr9	35692183	35692183	1	-	hg38	647	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr9-35692183	1	1.1904761904761905	FALSE	TPM2	-	FALSE	TRUE	-2126	RMRP	-34164	-	JAK2	30563999	+
chr9	37436960	37436960	1	-	hg38	39	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr9-37436960	1	1.1904761904761905	TRUE	GRHPR	+	TRUE	FALSE	-0	PAX5	-402480	-	JAK2	32308776	+
chr9	37791094	37791094	1	-	hg38	9	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr9-37791094	1	1.1904761904761905	FALSE	EXOSC3	-	FALSE	TRUE	-6001	PAX5	-756614	-	JAK2	32662910	+
chr9	137559803	137559803	1	+	hg38	3	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chr9+137559803	1	1.1904761904761905	TRUE	DPH7	-	FALSE	FALSE	-0	EHMT1	-59187	+	NOTCH1	-1014016	-
chrX	124087133	124087133	1	-	hg38	317	GSK123_.5nM	GTSP5059	JLTRG-R5	H48	48	48	chrX-124087133	1	1.1904761904761905	TRUE	STAG2	+	FALSE	FALSE	-0	STAG2	-0	+	MTCP1	30976899	-
chr1	147037916	147037916	1	-	hg38	6	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1-147037916	1	1.5625	TRUE	LOC728989	-	FALSE	TRUE	0	BCL9	-503583	+	PBX1	-17521442	+
chr1	89761196	89761196	1	-	hg38	46	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1-89761196	1	1.5625	FALSE	LRRC8C	+	FALSE	FALSE	41660	GBP1	-695835	-	STIL	-42447048	-
chr1	158425874	158425874	1	+	hg38	978	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1+158425874	1	1.5625	FALSE	OR10K2	-	FALSE	FALSE	-5007	FCRL4	-827793	-	PBX1	-6133484	+
chr1	161910809	161910809	1	+	hg38	2	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1+161910809	1	1.5625	TRUE	ATF6	+	FALSE	TRUE	-0	FCGR2B	232154	+	PBX1	-2648549	+
chr1	176149863	176149863	1	+	hg38	16	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1+176149863	1	1.5625	TRUE	COP1	-	FALSE	FALSE	0	PAPPA2	-313306	+	PBX1	11263815	+
chr1	225639855	225639855	1	+	hg38	318	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1+225639855	1	1.5625	TRUE	ENAH	-	FALSE	FALSE	0	ENAH	0	-	PBX1	60753807	+
chr1	96051406	96051406	1	+	hg38	128	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1+96051406	1	1.5625	FALSE	LOC102723661	+	FALSE	TRUE	28525	ALG14	-978454	-	STIL	-48737258	-
chr1	98387512	98387512	1	+	hg38	24	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr1+98387512	1	1.5625	FALSE	LINC01776	+	FALSE	TRUE	114853	ALG14	-3314560	-	STIL	-51073364	-
chr10	119582822	119582822	1	+	hg38	19	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr10+119582822	1	1.5625	TRUE	TIAL1	-	FALSE	FALSE	-0	BAG3	-68546	+	NFKB2	17180292	+
chr11	128417975	128417975	1	-	hg38	2620	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr11-128417975	1	1.5625	FALSE	ETS1	-	FALSE	TRUE	40784	ETS1	40784	-	PICALM	-42348093	-
chr11	33140218	33140218	1	-	hg38	66	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr11-33140218	1	1.5625	TRUE	CSTF3	-	FALSE	TRUE	0	WT1	-704678	-	LMO2	718356	-
chr11	130075298	130075298	1	+	hg38	12	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr11+130075298	1	1.5625	TRUE	APLP2	+	FALSE	TRUE	0	ADAMTS15	-373674	+	PICALM	-44005416	-
chr11	6222836	6222836	1	+	hg38	1600	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr11+6222836	1	1.5625	TRUE	FAM160A2	-	TRUE	FALSE	-0	EIF3F	-1764482	+	LMO1	2001466	-
chr12	51597047	51597047	1	-	hg38	1344	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr12-51597047	1	1.5625	TRUE	SCN8A	+	FALSE	FALSE	0	CELA1	-250367	-	ETV6	39701644	+
chr12	55777067	55777067	1	-	hg38	3	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr12-55777067	1	1.5625	TRUE	SARNP	-	FALSE	TRUE	-0	SARNP	-0	-	ETV6	43881664	+
chr12	7249338	7249338	1	-	hg38	8	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr12-7249338	1	1.5625	FALSE	PEX5	+	FALSE	FALSE	30763	PTPN6	288021	+	CCND2	2943981	+
chr13	46138206	46138206	1	-	hg38	539	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr13-46138206	1	1.5625	TRUE	LCP1	-	FALSE	TRUE	-0	LCP1	-0	-	CDX2	-18168837	-
chr13	50269921	50269921	1	+	hg38	21	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr13+50269921	1	1.5625	TRUE	DLEU1	+	FALSE	TRUE	0	DLEU1	0	+	CDX2	-22300552	-
chr13	74273440	74273440	1	+	hg38	931	GSK123_.5nM	GTSP5066	JLTRG-R5	H48	48	48	chr13+74273440	1	1.5625	FALSE	LINC00402	+	FALSE	TRUE	13463	KLF5	1195897	+	CDX2	-46304071	-
